id,name,url,brand,price
612146,"Колбаса Мясницкий ряд Каждому по вкусу вареная, ~1кг",https://online.metro-cc.ru/products/1kg-myasnickij-ryad-kazhdomu-po-vkusu-var,МЯСНИЦКИЙ РЯД,379
503217,"Колбаса Дымов Докторская вареная ГОСТ, 500г",https://online.metro-cc.ru/products/doktorskaya-dymov-gost-500g,ДЫМОВ,349
562647,"Колбаса Рублевский Докторская вареная, 400г",https://online.metro-cc.ru/products/rublevskij-doktorskaya-400-g,РУБЛЕВСКИЙ,279
464495,"Колбаса Рублевский Краковская полукопченая высший сорт, 350г",https://online.metro-cc.ru/products/polukopchenaya-rublevskij-krakovskaya-vysshij-sort-350-g,РУБЛЕВСКИЙ,389
571044,"Колбаса Мираторг Краковская полукопченая, 430г",https://online.metro-cc.ru/products/krakovskaya-miratorg-430g,МИРАТОРГ,429
257644,"METRO Chef Ветчина с индейкой вареная, ~2.9кг",https://online.metro-cc.ru/products/metro-chef-s-indejkoj-29kg,METRO CHEF,379
649485,"Колбаса Егорьевская фабрика Брауншвейгская сырокопченая, 100г",https://online.metro-cc.ru/products/syrokopchenaya-egoryevskaya-fkg-braunshvejgskaya-narezka-100-g,ЕГОРЬЕВСКАЯ ФАБРИКА,224
413579809,"Колбаса Черкизово сервелат финский варено-копченая нарезка, 150г",https://online.metro-cc.ru/products/150g-kolbasa-servelat-finskiy-cherkizovo-vk-narezka,ЧЕРКИЗОВО,99
60595547,"Колбаса Индилайт Грандос с филе индейки вареная, 400г",https://online.metro-cc.ru/products/400g-kolbasa-indilayt-grandos-s-file-indeyki-varen,ИНДИЛАЙТ,249
604486260,"Бастурма Останкино сыровяленая высший сорт, ~280г",https://online.metro-cc.ru/products/280g-basturma-ostankino-sv-vs-vu,ОСТАНКИНО,2 239
593830913,"Колбаса Мясной дом Бородина докторская, 500г",https://online.metro-cc.ru/products/500g-kolbasa-doktorskaya-myasnoy-dom-borodina-tso-vu,МЯСНОЙ ДОМ БОРОДИНА,269
163978,"Колбаса Мясницкий ряд Докторская вареная, ~900г",https://online.metro-cc.ru/products/doktorskaya-belkozernovaya-myasnickij-ryad-1kg,МЯСНИЦКИЙ РЯД,819
11723595,"Колбаса Черкизово Московская варено-копченая, ~1кг",https://online.metro-cc.ru/products/kolbasa-cherkizovo-moskovskaya-vareno-kopchenaya-1kg,ЧЕРКИЗОВО,739
187103,"Колбаса Черкизово Русская губернская вареная, ~1.5кг",https://online.metro-cc.ru/products/cherkizovo-russkaya,ЧЕРКИЗОВО,229
646577,"Колбаса вареная Клинский молочная, 400г",https://online.metro-cc.ru/products/400gr-klinskij-var-mol-p-am-prod-kat-b,КЛИНСКИЙ,239
229745,"Колбаса Велком Телячья вареная, 500г",https://online.metro-cc.ru/products/velkom-telyachya-v-u-500g,ВЕЛКОМ,339
413906,"Колбаса Окраина Сервелат Европейский варено-копченая, ~950г",https://online.metro-cc.ru/products/art_569136,ОКРАИНА,839
243372,"Колбаса Велком Любительская вареная, 500г",https://online.metro-cc.ru/products/lyubitelskaya-velkom-500g,ВЕЛКОМ,309
294765234,"Колбаса Дымов Мортаделла вареная, ~1.5кг",https://online.metro-cc.ru/products/15kg-kolbasa-dymov-mortadella-varenaya-vu,ДЫМОВ,1 239
11572064,"METRO Chef Колбаса Брауншвейгская полусухая, ~500г",https://online.metro-cc.ru/products/500g-kolbasa-metro-chef-braunshveygskaya-polusuhaya,METRO CHEF,1 479
172862,"Колбаса Мясной дом Бородина Докторская вареная высший сорт, 500г",https://online.metro-cc.ru/products/art_436329,МЯСНОЙ ДОМ БОРОДИНА,449
200396,"Колбаса Черкизово салями сырокопченая в специях, ~640г",https://online.metro-cc.ru/products/prazdnichnaya-v-speciyah-syrokopchenaya-cherkizovskij,ЧЕРКИЗОВО,1 159
438299,"Колбаса Дымов Коньячная сырокопченая нарезка, 90г",https://online.metro-cc.ru/products/dymov-konyachnaya-narezka-syrokopchenaya-90-g,ДЫМОВ,115
604486285,"Колбаса Папа Может сервелат финский варено-копченый, 350г",https://online.metro-cc.ru/products/kolbasa-papa-mozhet-servelat-finskiy-vareno-kopchenyy-350g,ПАПА МОЖЕТ,219
